0	0	0	0	-196.964	2.27872
0	0	0	1	-676.488	2.30169
0	0	0	2	-294.928	2.20781
0	0	0	3	-514.217	2.38135
0	0	0	4	-185.108	2.3707
0	0	0	5	-250.607	2.36873
0	0	0	6	-574.452	2.45821
0	0	0	7	-278.062	2.42508
0	0	0	8	-301.956	2.46898
0	0	0	9	-427.653	2.42784
0	0	0	10	-606.056	2.44157
0	0	0	11	-178.283	2.44283
0	0	0	12	-459.589	2.4528
0	0	0	13	29.0285	2.4317
0	0	0	14	-334.826	2.34861
0	0	0	15	-446.181	2.40156
0	0	1	0	-231.723	0.653732
0	0	1	1	45.3149	0.689947
0	0	1	2	-142.744	0.702144
0	0	1	3	-66.2793	0.738083
0	0	1	4	-89.0563	0.744274
0	0	1	5	-154.064	0.74553
0	0	1	6	-227.837	0.809576
0	0	1	7	-71.8544	0.856196
0	0	1	8	-56.6575	0.757549
0	0	1	9	-224.739	0.84328
0	0	1	10	-78.3064	0.797198
0	0	1	11	-139.244	0.872693
0	0	1	12	-149.368	0.855174
0	0	1	13	-85.8787	0.837426
0	0	1	14	-145.06	0.789411
0	0	1	15	-123.248	0.715228
0	0	2	0	-35.0567	2.28614
0	0	2	1	274.97	2.32285
0	0	2	2	159.634	2.29662
0	0	2	3	203.135	2.36046
0	0	2	4	124.917	2.37226
0	0	2	5	-130.576	2.35189
0	0	2	6	-13.3397	2.47148
0	0	2	7	-119.991	2.46974
0	0	2	8	70.5632	2.38039
0	0	2	9	227.311	2.47031
0	0	2	10	88.0616	2.45051
0	0	2	11	-170.671	2.3763
0	0	2	12	-123.369	2.39011
0	0	2	13	-171.492	2.46721
0	0	2	14	-52.8377	2.44353
0	0	2	15	-156.478	2.40036
0	0	3	0	-20.1138	0.657553
0	0	3	1	-61.5284	0.664663
0	0	3	2	-87.8946	0.690128
0	0	3	3	-106.452	0.687949
0	0	3	4	-53.8633	0.710599
0	0	3	5	-109.413	0.736064
0	0	3	6	-113.785	0.741351
0	0	3	7	-123.352	0.76286
0	0	3	8	0.0	0.0
0	0	3	9	16.5414	0.814539
0	0	3	10	-66.1728	0.749709
0	0	3	11	-70.4074	0.815464
0	0	3	12	-75.6347	0.803589
0	0	3	13	-112.067	0.738188
0	0	3	14	-95.0902	0.756563
0	0	3	15	-110.767	0.691408
0	0	4	0	0.0	0.0
0	0	4	1	-343.982	2.35326
0	0	4	2	-300.852	2.32288
0	0	4	3	-750.76	2.38708
0	0	4	4	-511.196	2.29282
0	0	4	5	-780.326	2.34301
0	0	4	6	-880.659	2.41846
0	0	4	7	-612.789	2.34745
0	0	4	8	-792.946	2.4808
0	0	4	9	-569.068	2.45846
0	0	4	10	-649.37	2.40929
0	0	4	11	-672.903	2.36786
0	0	4	12	-446.519	2.43309
0	0	4	13	-438.23	2.43511
0	0	4	14	-517.655	2.41524
0	0	4	15	-387.458	2.32189
0	0	5	0	-237.045	0.634801
0	0	5	1	-194.454	0.702407
0	0	5	2	-261.6	0.706315
0	0	5	3	-284.679	0.739408
0	0	5	4	-263.747	0.733957
0	0	5	5	-159.399	0.672488
0	0	5	6	-240.773	0.748182
0	0	5	7	-231.806	0.773916
0	0	5	8	-225.139	0.790018
0	0	5	9	-329.443	0.803828
0	0	5	10	-291.679	0.769522
0	0	5	11	-213.152	0.817941
0	0	5	12	-254.868	0.866729
0	0	5	13	0.0	0.0
0	0	5	14	0.0	0.0
0	0	5	15	0.0	0.0
0	0	6	0	477.223	2.32709
0	0	6	1	406.073	2.28174
0	0	6	2	3.14472	2.28221
0	0	6	3	-21.1926	2.37665
0	0	6	4	-96.8061	2.35966
0	0	6	5	119.929	2.3775
0	0	6	6	-143.966	2.46844
0	0	6	7	177.725	2.40595
0	0	6	8	-214.054	2.38021
0	0	6	9	-242.883	2.36935
0	0	6	10	-7.43621	2.43125
0	0	6	11	209.603	2.47326
0	0	6	12	291.978	2.50781
0	0	6	13	34.7813	2.46811
0	0	6	14	58.4942	2.40497
0	0	6	15	189.194	2.30538
0	0	7	0	44.4913	0.673002
0	0	7	1	0.377	0.689372
0	0	7	2	-4.24166	0.698249
0	0	7	3	46.8294	0.766456
0	0	7	4	57.178	0.739934
0	0	7	5	57.81	0.745104
0	0	7	6	49.515	0.756535
0	0	7	7	43.3216	0.777586
0	0	7	8	30.46	0.815265
0	0	7	9	-4.91351	0.869213
0	0	7	10	43.2452	0.766992
0	0	7	11	30.1229	0.775441
0	0	7	12	42.6388	0.824179
0	0	7	13	0.0	0.0
0	0	7	14	31.0639	0.77766
0	0	7	15	-7.5844	0.698891
0	0	8	0	31.5232	2.27258
0	0	8	1	-194.335	2.37642
0	0	8	2	79.7844	2.37795
0	0	8	3	51.3816	2.41929
0	0	8	4	-241.755	2.38764
0	0	8	5	72.1871	2.45556
0	0	8	6	-413.703	2.35811
0	0	8	7	-290.453	2.41988
0	0	8	8	-57.4042	2.44884
0	0	8	9	-281.401	2.48221
0	0	8	10	-17.8205	2.40868
0	0	8	11	-171.887	2.49235
0	0	8	12	-222.314	2.50156
0	0	8	13	-130.923	2.46661
0	0	8	14	-15.5906	2.38957
0	0	8	15	113.057	2.36473
0	0	9	0	9.52894	0.636859
0	0	9	1	-34.2237	0.645457
0	0	9	2	-72.4384	0.65449
0	0	9	3	3.08106	0.686019
0	0	9	4	92.4543	0.700028
0	0	9	5	-58.3717	0.688196
0	0	9	6	-49.1053	0.742882
0	0	9	7	-27.2152	0.734442
0	0	9	8	34.1872	0.739447
0	0	9	9	-40.8186	0.789063
0	0	9	10	31.8798	0.786454
0	0	9	11	-38.5051	0.786563
0	0	9	12	28.8304	0.810252
0	0	9	13	52.6718	0.777091
0	0	9	14	-70.5103	0.725938
0	0	9	15	-40.5974	0.64972
0	1	0	0	-24.169	0.5425
0	1	0	1	-105.349	0.539151
0	1	0	2	-95.2819	0.54292
0	1	0	3	-37.639	0.534962
0	1	0	4	-99.7971	0.55171
0	1	0	5	-140.668	0.57182
0	1	0	6	-82.0813	0.546593
0	1	0	7	-94.9468	0.555273
0	1	0	8	-121.741	0.574127
0	1	0	9	-94.5393	0.570363
0	1	0	10	-56.7133	0.551488
0	1	0	11	-44.939	0.5367
0	1	0	12	-86.604	0.5083
0	1	0	13	-38.3229	0.560154
0	1	0	14	-35.9218	0.5562
0	1	0	15	1.6174	0.5491
0	1	1	0	-8.03413	0.545409
0	1	1	1	-37.5148	0.524604
0	1	1	2	-74.8106	0.56
0	1	1	3	-48.6419	0.568274
0	1	1	4	-67.7356	0.5513
0	1	1	5	-49.8309	0.560981
0	1	1	6	-9.74515	0.5702
0	1	1	7	-76.1188	0.53544
0	1	1	8	-74.767	0.563943
0	1	1	9	-26.4742	0.566
0	1	1	10	-1.0418	0.576653
0	1	1	11	-87.1618	0.548174
0	1	1	12	-41.2482	0.582932
0	1	1	13	6.18111	0.547957
0	1	1	14	-58.9899	0.5447
0	1	1	15	-56.7293	0.5702
0	1	2	0	-5.90045	0.496962
0	1	2	1	-21.5876	0.504304
0	1	2	2	-61.005	0.495225
